"family","scientificName","action","situation"
ANNONACEAE,Duguetia sooretamae,1.2.1.2 National level,on going,
ANNONACEAE,Duguetia sooretamae,1.2.1.3 Sub-national level,on going,
ANNONACEAE,Guatteria australis,1.2.1.3 Sub-national level,on going,
ANNONACEAE,Guatteria australis,1.2.1.3 Sub-national level,on going,
ANNONACEAE,Guatteria australis,1.2.1.3 Sub-national level,on going,
ANNONACEAE,Guatteria australis,1.2.1.2 National level,on going,
ANNONACEAE,Guatteria australis,4.4 Protected areas,on going,
ANNONACEAE,Guatteria campestris,1.2.2.2 National level,on going,
ANNONACEAE,Hornschuchia alba,1.2.1.2 National level,on going,
ANNONACEAE,Hornschuchia cauliflora,1.2.1.2 National level,on going,
ANNONACEAE,Hornschuchia obliqua,1.2.1.2 National level,on going,
ANNONACEAE,Malmea obovata,1.2.1.2 National level,on going,
ANNONACEAE,Oxandra reticulata,1.2.1.3 Sub-national level,on going,
ANNONACEAE,Trigynaea axilliflora,1.2.1.2 National level,on going,
ANNONACEAE,Trigynaea oblongifolia,1.2.1.3 Sub-national level,on going,
ANNONACEAE,Unonopsis riedeliana,1.2.1.2 National level,on going,
ANNONACEAE,Xylopia aromatica,1.2.1.3 Sub-national level,on going,
ANNONACEAE,Xylopia brasiliensis,1.2.1.3 Sub-national level,on going,
APIACEAE,Apium prostratum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium corallinum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium divaricatum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium dorae,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium dusenii,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium ekmanii,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium ekmanii,4.4 Protected areas,on going,
APIACEAE,Eryngium eriophorum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium eriophorum,4.4 Protected areas,on going,
APIACEAE,Eryngium eurycephalum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium eurycephalum,4.4 Protected areas,on going,
APIACEAE,Eryngium falcifolium,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium glaziovianum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium glaziovianum,4.4 Protected areas,on going,
APIACEAE,Eryngium koehneanum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium koehneanum,4.4 Protected areas,on going,
APIACEAE,Eryngium ombrophilum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium ramboanum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium sanguisorba,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium sanguisorba,4.4 Protected areas,on going,
APIACEAE,Eryngium scirpinum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium smithii,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium stenophyllum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium urbanianum,1.2.1.3 Sub-national level,on going,
APIACEAE,Eryngium zosterifolium,1.2.1.3 Sub-national level,on going,
APIACEAE,Lilaeopsis brasiliensis,1.2.1.3 Sub-national level,on going,
APIACEAE,Spananthe paniculata,1.2.1.3 Sub-national level,on going,
APIACEAE,Spananthe paniculata,4.4 Protected areas,on going,
APOCYNACEAE,Asclepias aequicornu,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Asclepias aequicornu,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Asclepias langsdorffii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Asclepias langsdorffii,4.4 Protected areas,on going,
APOCYNACEAE,Asclepias mellodora,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma album,1.2.1.3 Sub-national level,,
APOCYNACEAE,Aspidosperma album,3.1 Taxonomy,needed,
APOCYNACEAE,Aspidosperma australe,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma cylindrocarpon,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma cylindrocarpon,5 Species-based actions,on going,
APOCYNACEAE,Aspidosperma desmanthum,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma macrocarpon,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma nobile,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma polyneuron,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma polyneuron,1.2.1.1 International level,on going,
APOCYNACEAE,Aspidosperma quebracho-blanco,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma ramiflorum,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma riedelii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma riedelii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma sandwithianum,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma spruceanum,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Aspidosperma tomentosum,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Barjonia erecta,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Barjonia erecta,4.4 Protected areas,on going,
APOCYNACEAE,Barjonia harleyi,1.2.1.2 National level,on going,
APOCYNACEAE,Blepharodon bicuspidatum,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Blepharodon manicatum,1.2.1.2 National level,on going,
APOCYNACEAE,Cynanchum morrenioides,1.2.2.2 National level,on going,
APOCYNACEAE,Ditassa arianeae,1.2.2.2 National level,on going,
APOCYNACEAE,Ditassa arianeae,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Ditassa auriflora,1.2.2.2 National level,on going,
APOCYNACEAE,Ditassa cipoensis,1.2.2.2 National level,on going,
APOCYNACEAE,Ditassa cordeiroana,1.2.1.2 National level,on going,
APOCYNACEAE,Ditassa itambensis,1.2.2.2 National level,on going,
APOCYNACEAE,Ditassa laevis,1.2.2.2 National level,on going,
APOCYNACEAE,Ditassa laevis,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Ditassa leonii,1.2.2.2 National level,on going,
APOCYNACEAE,Ditassa leonii,4.4 Protected areas,on going,
APOCYNACEAE,Ditassa longisepala,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Ditassa maricaensis,1.2.2.2 National level,on going,
APOCYNACEAE,Ditassa maricaensis,4.4 Protected areas,on going,
APOCYNACEAE,Ditassa oberdanii,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Gonolobus dorothyanus,1.2.2.2 National level,on going,
APOCYNACEAE,Gonolobus dorothyanus,4.4 Protected areas,on going,
APOCYNACEAE,Gonolobus parviflorus,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Gyrostelma bornmulleri,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Gyrostelma oxypetaloides,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Gyrostelma oxypetaloides,4.4 Protected areas,on going,
APOCYNACEAE,Hemipogon abietoides,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Hemipogon furlanii,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Hemipogon furlanii,1.2.2.2 National level,on going,
APOCYNACEAE,Hemipogon harleyi,1.2.2.2 National level,on going,
APOCYNACEAE,Hemipogon hatschbachii,1.2.2.2 National level,on going,
APOCYNACEAE,Hemipogon irwinii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Hemipogon piranii,1.2.1.2 National level,on going,
APOCYNACEAE,Jobinia hatschbachii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Macroditassa adnata,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Macroditassa adnata,4.4 Protected areas,on going,
APOCYNACEAE,Macroditassa lagoensis,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Macroditassa lagoensis,4.4 Protected areas,on going,
APOCYNACEAE,Macroditassa marianae,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Macroscepis aurea,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Macroscepis magnifica,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Malouetia cestroides,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Malouetia cestroides,4.4.2 Establishment,on going,
APOCYNACEAE,Malouetia cestroides,5.1 Re-introductions,needed,
APOCYNACEAE,Malouetia cestroides,5.7 Ex situ conservation actions,on going,
APOCYNACEAE,Mandevilla coccinea,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Mandevilla coccinea,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Mandevilla fragrans,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Mandevilla fragrans,4.4.2 Establishment,on going,
APOCYNACEAE,Mandevilla hirsuta,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Mandevilla sellowii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Mandevilla sellowii,4.4 Protected areas,on going,
APOCYNACEAE,Mandevilla venulosa,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Marsdenia altissima,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Marsdenia fontellana,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Marsdenia queirozii,1.2.1.2 National level,on going,
APOCYNACEAE,Matelea bahiensis,1.2.2.2 National level,on going,
APOCYNACEAE,Matelea glaziovii,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Matelea glaziovii,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Matelea hatschbachii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Matelea marcoassisii,1.2.1.2 National level,on going,
APOCYNACEAE,Matelea marcoassisii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Matelea santosii,1.2.2.2 National level,on going,
APOCYNACEAE,Metastelma giuliettianum,1.2.2.2 National level,on going,
APOCYNACEAE,Metastelma harleyi,1.2.2.2 National level,on going,
APOCYNACEAE,Minaria abortiva,1.2.2.2 National level,on going,
APOCYNACEAE,Minaria acerosa,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Minaria bifurcata,1.2.2.2 National level,on going,
APOCYNACEAE,Minaria diamantinensis,1.2.2.2 National level,on going,
APOCYNACEAE,Minaria grazielae,1.2.2.2 National level,on going,
APOCYNACEAE,Minaria hemipogonoides,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Minaria inconspicua,1.2.2.2 National level,on going,
APOCYNACEAE,Minaria inconspicua,4.4 Protected areas,on going,
APOCYNACEAE,Minaria lourteigiae,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Minaria magisteriana,1.2.2.2 National level,on going,
APOCYNACEAE,Minaria monocoronata,1.2.2.2 National level,on going,
APOCYNACEAE,Minaria polygaloides,1.2.2.2 National level,on going,
APOCYNACEAE,Minaria refractifolia,1.2.2.2 National level,on going,
APOCYNACEAE,Minaria semirii,1.2.2.2 National level,on going,
APOCYNACEAE,Orthosia itatiaiensis,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Oxypetalum arnnotianum,1.2.2.3 Sub-national level,on going,
APOCYNACEAE,Oxypetalum arnnotianum,4.4 Protected areas,on going,
APOCYNACEAE,Oxypetalum capitatum,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Oxypetalum capitatum,4.4.3 Management,on going,
APOCYNACEAE,Oxypetalum confusum,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Oxypetalum dusenii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Oxypetalum ekblomii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Oxypetalum glaziovii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Oxypetalum leonii,1.2.1.2 National level,on going,
APOCYNACEAE,Oxypetalum lineare,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Oxypetalum regnellii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Oxypetalum strictum,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Oxypetalum warmingii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Prestonia bahiensis,4.4.2 Establishment,on going,
APOCYNACEAE,Prestonia bahiensis,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Prestonia quinquangularis,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Prestonia riedelii,4.4.2 Establishment,on going,
APOCYNACEAE,Prestonia riedelii,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Prestonia solanifolia,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Prestonia tomentosa,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Tabernaemontana cumata,1.2.2.1 International level,on going,
APOCYNACEAE,Tabernaemontana muricata,1.2.1.1 International level,on going,
APOCYNACEAE,Tassadia obovata,1.2.1.3 Sub-national level,on going,
APOCYNACEAE,Temnadenia violacea,1.2.1.3 Sub-national level,on going,
AQUIFOLIACEAE,Ilex auricula,1.2.2.2 National level,on going,
AQUIFOLIACEAE,Ilex chamaedryfolia,1.2.2.3 Sub-national level,on going,
AQUIFOLIACEAE,Ilex loranthoides,1.2.2.2 National level,on going,
AQUIFOLIACEAE,Ilex loranthoides,4.4 Protected areas,on going,
AQUIFOLIACEAE,Ilex neblinensis,1.2.2.1 International level,on going,
AQUIFOLIACEAE,Ilex neblinensis,4.4 Protected areas,on going,
AQUIFOLIACEAE,Ilex paraguariensis,1.2.2.1 International level,on going,
AQUIFOLIACEAE,Ilex prostrata,1.2.2.2 National level,on going,
ARACEAE,Anthurium bromelicola,3.3 Biology and Ecology,on going,
ARACEAE,Anthurium bromelicola,1.2.2 Implementation,on going,
ARACEAE,Anthurium coriaceum,4.4.2 Establishment,on going,
ARACEAE,Anthurium coriaceum,1 Policy-based actions,on going,
ARACEAE,Anthurium coriaceum,1.2.1.3 Sub-national level,on going,
ARACEAE,Anthurium fontellanus,4.4 Protected areas,on going,
ARACEAE,Anthurium fontellanus,1.2.2 Implementation,on going,
ARACEAE,Anthurium ianthinopodum,1.2.1.3 Sub-national level,on going,
ARACEAE,Anthurium ianthinopodum,4.4 Protected areas,on going,
ARACEAE,Anthurium jilekii,1.2.1.3 Sub-national level,on going,
ARACEAE,Anthurium jilekii,4.4 Protected areas,on going,
ARACEAE,Anthurium jureianum,1.2.1.3 Sub-national level,on going,
ARACEAE,Anthurium jureianum,4.4 Protected areas,on going,
ARACEAE,Anthurium kunthii,4.4 Protected areas,on going,
ARACEAE,Anthurium kunthii,1.2.1.3 Sub-national level,on going,
ARACEAE,Anthurium langsdorffii,4.4 Protected areas,on going,
ARACEAE,Anthurium langsdorffii,1.2.1.2 National level,on going,
ARACEAE,Anthurium longifolium,1.2.1.3 Sub-national level,on going,
ARACEAE,Anthurium longifolium,4.4 Protected areas,on going,
ARACEAE,Anthurium longifolium,1.2.1.3 Sub-national level,on going,
ARACEAE,Anthurium lucidum,4.4 Protected areas,on going,
ARACEAE,Anthurium lucidum,1.2.1.2 National level,on going,
ARACEAE,Anthurium luschnathianum,1.2.1.2 National level,on going,
ARACEAE,Anthurium luschnathianum,4.4 Protected areas,on going,
ARACEAE,Anthurium organense,1.2.2 Implementation,on going,
ARACEAE,Anthurium organense,4.4 Protected areas,on going,
ARACEAE,Anthurium parasiticum,1.2.1.3 Sub-national level,on going,
ARACEAE,Anthurium parasiticum,4.4 Protected areas,on going,
ARACEAE,Anthurium parvum,4.4 Protected areas,on going,
ARACEAE,Anthurium parvum,1.2.1.3 Sub-national level,on going,
ARACEAE,Anthurium radicans,1.2.1.3 Sub-national level,on going,
ARACEAE,Anthurium xanthophylloides,1.2.1.3 Sub-national level,on going,
ARACEAE,Anthurium xanthophylloides,4.4 Protected areas,on going,
ARACEAE,Asterostigma cubense,1.2.1.3 Sub-national level,on going,
ARACEAE,Asterostigma lividum,1.2.1.3 Sub-national level,on going,
ARACEAE,Asterostigma lividum,4.4 Protected areas,on going,
ARACEAE,Asterostigma lombardii,1.2.1.3 Sub-national level,on going,
ARACEAE,Asterostigma lombardii,4.4 Protected areas,on going,
ARACEAE,Dieffenbachia aglaonematifolia,1.2.1.3 Sub-national level,on going,
ARACEAE,Dracontioides desciscens,1.2.1.3 Sub-national level,on going,
ARACEAE,Dracontioides desciscens,4.4 Protected areas,on going,
ARACEAE,Heteropsis flexuosa,1.2.1.3 Sub-national level,on going,
ARACEAE,Heteropsis flexuosa,4.4 Protected areas,on going,
ARACEAE,Heteropsis flexuosa,1.2.1.2 National level,on going,
ARACEAE,Heteropsis spruceana,1.2.1.2 National level,on going,
ARACEAE,Heteropsis spruceana,3 Research actions,on going,
ARACEAE,Heteropsis spruceana,4.4 Protected areas,on going,
ARACEAE,Lemna valdiviana,1.2.1.3 Sub-national level,on going,
ARACEAE,Philodendron fragile,1.2.1.2 National level,on going,
ARACEAE,Philodendron fragile,4.4 Protected areas,on going,
ARACEAE,Philodendron hatschbachii,1.2.1.3 Sub-national level,on going,
ARACEAE,Philodendron hatschbachii,4.4 Protected areas,on going,
ARACEAE,Philodendron missionum,1.2.1.3 Sub-national level,on going,
ARACEAE,Philodendron missionum,4.4 Protected areas,on going,
ARACEAE,Philodendron spiritus-sancti,1.2.1.2 National level,on going,
ARACEAE,Philodendron spiritus-sancti,1.2.1.3 Sub-national level,on going,
ARACEAE,Philodendron vargealtense,1.2.1.3 Sub-national level,on going,
ARACEAE,Philodendron vargealtense,4.4 Protected areas,on going,
ARACEAE,Stenospermation ulei,1.2.1.3 Sub-national level,on going,
ARACEAE,Stenospermation ulei,4.4 Protected areas,on going,
ARACEAE,Taccarum peregrinum,1.2.1.3 Sub-national level,on going,
ARACEAE,Taccarum peregrinum,4.4 Protected areas,on going,
ARACEAE,Wolffiella oblonga,1.2.1.3 Sub-national level,on going,
ARALIACEAE,Aralia warmingiana,1.2.1.3 Sub-national level,on going,
ARALIACEAE,Aralia warmingiana,4.4 Protected areas,on going,
ARALIACEAE,Dendropanax cuneatus,1.2.1.3 Sub-national level,on going,
ARALIACEAE,Dendropanax cuneatus,4.4 Protected areas,on going,
ARALIACEAE,Hydrocotyle exigua,1.2.1.3 Sub-national level,on going,
ARALIACEAE,Hydrocotyle langsdorffii,1.2.1.3 Sub-national level,on going,
ARALIACEAE,Hydrocotyle pusilla,1.2.1.3 Sub-national level,on going,
ARALIACEAE,Oreopanax capitatus,4.4 Protected areas,on going,
ARALIACEAE,Oreopanax capitatus,1.2.1.2 National level,,
ARALIACEAE,Oreopanax fulvus,1.2.1.3 Sub-national level,on going,
ARALIACEAE,Oreopanax fulvus,4.4 Protected areas,on going,
ARALIACEAE,Schefflera aurata,1.2.1.2 National level,on going,
ARALIACEAE,Schefflera calva,1.2.1.3 Sub-national level,on going,
ARALIACEAE,Schefflera gardneri,1.2.1.2 National level,on going,
ARALIACEAE,Schefflera gardneri,4.4 Protected areas,on going,
ARALIACEAE,Schefflera glaziovii,1.2.1.2 National level,on going,
ARALIACEAE,Schefflera glaziovii,4.4 Protected areas,on going,
ARALIACEAE,Schefflera sprucei,1.2.1.1 International level,on going,
ARALIACEAE,Schefflera sprucei,4.4 Protected areas,on going,
ARALIACEAE,Schefflera succinea,1.2.1.2 National level,on going,
ARALIACEAE,Schefflera varisiana,1.2.1.3 Sub-national level,on going,
ARALIACEAE,Schefflera varisiana,4.4 Protected areas,on going,
ARAUCARIACEAE,Araucaria angustifolia,4.4.1 Identification of new protected areas,needed,
ARAUCARIACEAE,Araucaria angustifolia,4.1 Maintenance/Conservation,needed,
ARAUCARIACEAE,Araucaria angustifolia,1.2.2 Implementation,on going,
ARAUCARIACEAE,Araucaria angustifolia,4.4.2 Establishment,on going,
ARECACEAE,Acrocomia emensis,5.7.1 Captive breeding/Artificial propagation,on going,
ARECACEAE,Acrocomia emensis,1.2.1.2 National level,on going,
ARECACEAE,Acrocomia emensis,1.2.1.3 Sub-national level,on going,
ARECACEAE,Acrocomia hassleri,1.2.1.3 Sub-national level,on going,
ARECACEAE,Acrocomia hassleri,1.2.1.2 National level,on going,
ARECACEAE,Acrocomia hassleri,5.7.1 Captive breeding/Artificial propagation,on going,
ARECACEAE,Acrocomia hassleri,1.1.2 Implementation,needed,
ARECACEAE,Aiphanes ulei,1.2.1.1 International level,on going,
ARECACEAE,Allagoptera arenaria,1.2.1.2 National level,on going,
ARECACEAE,Allagoptera arenaria,4.1 Maintenance/Conservation,on going,
ARECACEAE,Allagoptera arenaria,5.7 Ex situ conservation actions,on going,
ARECACEAE,Allagoptera arenaria,5.7.1 Captive breeding/Artificial propagation,on going,
ARECACEAE,Allagoptera brevicalyx,1.2.1.2 National level,on going,
ARECACEAE,Astrocaryum aculeatissimum,1.2.1.1 International level,on going,
ARECACEAE,Astrocaryum aculeatissimum,5.7.1 Captive breeding/Artificial propagation,on going,
ARECACEAE,Astrocaryum minus,1.2.1.1 International level,on going,
ARECACEAE,Attalea barreirensis,1.2.1.2 National level,on going,
ARECACEAE,Attalea barreirensis,5.7.1 Captive breeding/Artificial propagation,on going,
ARECACEAE,Attalea brasiliensis,1.2.1.2 National level,on going,
ARECACEAE,Attalea funifera,3 Research actions,on going,
ARECACEAE,Attalea funifera,1.2.1.2 National level,on going,
ARECACEAE,Attalea funifera,3.6 Uses and harvest levels,on going,
ARECACEAE,Attalea funifera,4.2 Restoration,needed,
ARECACEAE,Attalea funifera,1 Policy-based actions,,
ARECACEAE,Attalea funifera,5.7.1 Captive breeding/Artificial propagation,on going,
ARECACEAE,Attalea funifera,5.7 Ex situ conservation actions,on going,
ARECACEAE,Attalea oleifera,5.7.1 Captive breeding/Artificial propagation,on going,
ARECACEAE,Attalea oleifera,1.2.1.1 International level,on going,
ARECACEAE,Attalea oleifera,1.2.1.3 Sub-national level,on going,
ARECACEAE,Attalea oleifera,1.2.1.3 Sub-national level,on going,
ARECACEAE,Attalea oleifera,4.4 Protected areas,on going,
ARECACEAE,Attalea phalerata,5.7.1 Captive breeding/Artificial propagation,on going,
ARECACEAE,Attalea phalerata,1.2.1.3 Sub-national level,on going,
ARECACEAE,Attalea tessmannii,1.2.1.1 International level,on going,
